Model ID,Type,Base Model
lym00/Wan2.1_T2V_14B_LightX2V_StepCfgDistill_VACE-GGUF,quantized,lightx2v/Wan2.1-T2V-14B-StepDistill-CfgDistill
lym00/Wan2.1-T2V-1.3B-Self-Forcing-VACE-Addon-Experiment,,
Nitral-AI/Irix-12B-Reasoner-Base,finetune,DreadPoor/Irix-12B-Model_Stock
TheSkullery/L3.3-Unnamed-Exp-70B-v0.8,finetune,meta-llama/Llama-3.3-70B-Instruct
Nitral-AI/Irixxed_Homunculus-12B-Q3T-v.0.3-Reasoner,,
LichengLiu03/ragen-ppo-multi-turn,,
newgenai79/Wan2.1-VACE-1.3B-GGUF,quantized,Wan-AI/Wan2.1-VACE-1.3B
OpenAI-ChatGPT/ChatGPT-4-Micro,,
krishnarandad01/t5-form-question-generator,,
PinkPixel/crystal-think-v1,adapter,Qwen/Qwen3-4B
krishnarandad01/t5-form-question-generator-v2,,
aplux/face_attrib_net,,
Seikaijyu/rwkv7-g1-1.5b-20250429-ctx8192-instruct-beta,finetune,BlinkDL/rwkv7-g1
Rustamshry/NasimiLM,,
Nitral-Archive/SekhmetX-9B-RP-Thinkstruct,,
sunhaonlp/Simulation_LLM_wiki_14B_V2,,
sunhaonlp/Simulation_LLM_wiki_7B_V2,,
sunhaonlp/Simulation_LLM_wiki_3B_V2,,
joshbarua/Qwen2.5-7B-base-japanese-bespoke-stratos-full-sft,,
Sango-ai/RealisticPhoto,,
Politrees/Trees,,
vaibhav07112004/fraud-detection-models,,
Nitral-AI/IRXR-0.1RT,,
Nitral-AI/IRXR-0.3RT,,
tareknaous/bart-daily-dialog,,
tareknaous/bart-empathetic-dialogues,,
tareknaous/bert2bert-daily-dialog,,
tareknaous/bert2bert-empathetic-dialogues,,
tareknaous/roberta2gpt2-daily-dialog,,
tareknaous/t5-daily-dialog-vM,,
tareknaous/t5-daily-dialog,,
tareknaous/t5-empathetic-dialogues,,
tareknaous/dialogpt-daily-dialog,,
tareknaous/dialogpt-empathetic-dialogues,,
thapasushil/vit-base-cifar10,,
davidfisher/distilbert-base-uncased-finetuned-cola,,
jjyhh1223/pretrain,,
marceloprates/opus-mt-en-ro-finetuned-en-to-ro,,
Vandita/distilroberta-base-SarcojiComplEmojisMLM,,
Vandita/distilroberta-base-finetuned-SarcojiComplEmojisDistilRoberta-baseCLM,,
Vandita/distilroberta-base-finetuned-SarcojiComplEmojisDistilRoberta-baseMLM,,
Vandita/distilroberta-base-finetuned-SarcojiComplEmojisDistilRoberta-baseMLM1,,
Vandita/bert-base-cased-finetuned-bert-base,,
Vandita/Bert-finetuned-Sarc,,
Vandita/Bert-finetuned-Sarcoji_1,,
AymanMansour/wav2vec2-large-xlsr-sdn-dialect2,,
AymanMansour/wav2vec2-large-xlsr-sdn-dialect,,
