Model ID,Type,Base Model
CohereForAI/c4ai-command-a-03-2025,,
bytedance-research/UI-TARS-7B-DPO,,
CohereForAI/aya-vision-8b,,
CohereForAI/aya-expanse-8b,,
bytedance-research/UI-TARS-72B-DPO,,
CohereForAI/aya-23-8B,,
VOICEVOX/kanalizer,,
briaai/BRIA-2.0,,
CohereForAI/c4ai-command-r-plus,,
UniverseTBD/AstroLLaVA_v2,,
CohereForAI/c4ai-command-r7b-12-2024,,
TIGER-Lab/MM-Thinker-72B,finetune,Qwen/Qwen2.5-VL-72B-Instruct
soob3123/Veiled-Calla-12B,finetune,google/gemma-3-12b-it
hezarai/crnn-base-fa-64x256,,
aisingapore/sea-lion-3b,,
hezarai/crnn-fa-printed-96-long,,
CohereForAI/aya-101,,
CohereForAI/c4ai-command-r-v01,,
CohereForAI/c4ai-command-r-v01-4bit,,
CohereForAI/c4ai-command-r-plus-4bit,,
CohereForAI/aya-23-35B,,
CohereForAI/c4ai-command-r-08-2024,,
CohereForAI/c4ai-command-r-plus-08-2024,,
WasamiKirua/Westworld-1.0-Nemo-Base-2407-ita-16bit,,
CohereForAI/aya-expanse-32b,,
aisingapore/gemma2-9b-cpt-sea-lionv3-base,finetune,google/gemma-2-9b
Hastagaras/Llama-3.1-8B-Tortoise,,
aisingapore/llama3.1-8b-cpt-sea-lionv3-base,finetune,meta-llama/Llama-3.1-8B-Instruct
togethercomputer/MambaInLlama1B,finetune,meta-llama/Llama-3.2-1B-Instruct
alefiury/free-svc,,
togethercomputer/MambaInLlama3B,,
togethercomputer/MambaInLlama1B_v2,,
bytedance-research/UI-TARS-7B-SFT,,
bytedance-research/UI-TARS-72B-SFT,,
UniverseTBD/AstroLLaVA_v3,,
Hasso5703/Mistral-Small-24B-Instruct-2501-Q4_0-GGUF,quantized,mistralai/Mistral-Small-24B-Instruct-2501
Hasso5703/Mistral-Small-24B-Instruct-2501-Q2_K-GGUF,quantized,mistralai/Mistral-Small-24B-Instruct-2501
VinkuraAI/Kuno-K1-Llama-3.2-3b,,
WolfInk/LaxRes,,
TencentBAC/Conan-Embedding-v2,,
beyoru/SR3_funcCalling,finetune,unsloth/Qwen2.5-3B-Instruct
TotoB12/totob-lora-phi4,,
WasamiKirua/Samanta-NewGenesis-Phi4-DPO,finetune,WasamiKirua/Phi4-new-params-16bit
Hasso5703/Mistral-Small-24B-Base-2501-Q2_K-GGUF,quantized,mistralai/Mistral-Small-24B-Base-2501
WasamiKirua/Samanta-NewGenesis-Gemma2B-DPO,finetune,WasamiKirua/Gemma2b-v1.0-sft
