Model ID,Type,Base Model
QuantStack/Wan2.1-VACE-14B-GGUF,quantized,Wan-AI/Wan2.1-VACE-14B
common-pile/comma-v0.1,,
AlexBefest/CardProjector-27B-v4,finetune,google/gemma-3-27b-it
wassname/llama-3-2-1b-sft,finetune,NousResearch/Llama-3.2-1B
YarvixPA/FLUX.1-Fill-dev-gguf,quantized,black-forest-labs/FLUX.1-Fill-dev
moxin-org/moxin-llm-7b,,
moxin-org/moxin-chat-7b,,
malaysia-ai/Malaysian-Qwen2-Audio-7B-Instruct,,
moxin-org/moxin-instruct-7b,,
moxin-org/moxin-reasoning-7b,,
hleAtKeeper/setfit-model-paraphrase-MiniLM-L6-v2,finetune,sentence-transformers/paraphrase-MiniLM-L6-v2
EtherAI/v1,,
Gen-Verse/ReasonFlux-V2-32B,,
facefusion/models-3.2.1,,
axondendriteplus/Legal-Embed-intfloat-multilingual-e5-large-instruct,finetune,intfloat/multilingual-e5-large-instruct
PogusTheWhisper/Faster-Pathumma-whisper-th-large-v3-noise-finetuned-ct2,,
futurehouse/fh-mistral-24b-instruct-safety-tokenizer,,
Hamzah-Asadullah/DeepSeekR1-0528-8B-abliterated-GGUF,quantized,huihui-ai/DeepSeek-R1-0528-Qwen3-8B-abliterated
AikoGraphics/Lugbara-Dictionary,,
PleIAs/Pleias-fiction-RL-2,,
oscarstories/lorastral24b_0527,adapter,mistralai/Mistral-Small-24B-Base-2501
ArliAI/RpR-v4-Fast-30B-A3B,,
robb-0/miami_beach_hologram_2_sdxl,adapter,stabilityai/sdxl-turbo
DevQuasar/PsycheFoundation.consilience-40b-7Y9v38s5-GGUF,finetune,PsycheFoundation/consilience-40b-7Y9v38s5
jihedjabnoun/hubert-emotion-recognition-v2,finetune,facebook/hubert-base-ls960
NullisTerminis/marian-finetuned-kde4-en-to-fr,,
Subhrato20/testing-bot-repov2,,
leeeki/bigbird-bart-base,,
leeeki/roberta-large_Explainable,,
cewinharhar/iceCream,,
leeeki/distilbert-base-uncased-finetuned-squad,,
JazzyLucas/DialoGPT-small-TonyStark,,
bert-bits/ddpm-butterflies-128,,
bert-bits/ddpm-butterflies-256,,
SalehAhmad/roberta-base-finetuned-sms-spam-ham-detection,,
cewinharhar/specializedMedBERT,,
crodri/es_cantemist_ner_trf,,
crodri/es_pharmaconer_ner_trf,,
crodri/autotrain-wikicat_es-2213570987,,
metga97/ppo-LunarLander-v2,,
metga97/ppo-Huggy,,
crodri/ca_bsc_ud11_trf,,
metga97/q-FrozenLake-v1-4x4-noSlippery,,
metga97/q-Taxi-v3,,
metga97/Taxi-v3,,
crodri/ca_bsc_core_trf,,
cewinharhar/protT5_xl_alphaKGD_fungyMiddle,,
cewinharhar/prot_t5_xl_alphaKGD_bacteriaMiddle,,
iiiytn1k/my_models,,
Naruze/N-AI,,
shunsso/Ssp_Model_AI_050423_a_p_1,,
shunsso/ffa1test1,,
combat-helicopter/article-classification-model-from-the-arxiv,,
9wimu9/sinquad-deepset-xlm-roberta-large-squad-v2,,
qwpi04/Flat2,,
cdreetz/codeparrot-ds,,
MrGreenyboy/my_awesome_billsum_model,,
9wimu9/xlm-roberta-large-finetuned-squad,,
nicholasKluge/ToxicityModel,,
9wimu9/mt5-large-v1,,
9wimu9/mt5-large-v7,,
nicholasKluge/ToxicityModelPT,,
NeviduJ/distilbert-base-uncased-finetuned-emotion,,
9wimu9/SinBERT-large-finetuned-sinquad-v2,,
9wimu9/SinBERT-large-finetuned-sinquad-v3,,
9wimu9/mt5-xl-sin-odqa-1,,
AndresLoquendo0/MaireWInk,,
AndresLoquendo0/MissaSinfonia,,
saisamarth/bloom-7b1-codev1,,
bluchew/HatsuneMikuEnglishKIRA,,
bluchew/MegpoidGumiKIRA,,
bluchew/HatsuneMikuMitchieM,,
