Model ID,Type,Base Model
beetlware/Bee1reason-arabic-Qwen-14B,finetune,unsloth/Qwen3-14B
gia-uh/cecilia-tiny,finetune,BSC-LT/salamandra-2b
SakuraLLM/Sakura-GalTransl-7B-v3,,
AhmedZaky1/dimi-nli-matryoshka-arabic,finetune,aubmindlab/bert-base-arabertv02
beetlware/Bee1reason-arabic-Qwen-14B-Q4_K_M-GGUF,quantized,beetlware/Bee1reason-arabic-Qwen-14B
FastwebDev/MIIA-v1.0,,
islomov/navaistt_v1_medium,,
Alepach/notHumpback-M1,finetune,meta-llama/Llama-3.2-3B
beetlware/beetelware-tabep,adapter,ACE-Step/ACE-Step-v1-3.5B
soob3123/Veritas-12B,finetune,soob3123/amoral-gemma3-12B-v2-qat
shivampr1001/Emo0.1,,
shisa-ai/shisa-v2-ubitus-llama3.1-405b,,
NiansuhAIOfficial/NAI-12B-Thinker,finetune,mistralai/Mistral-Nemo-Instruct-2407
ByteDance-Seed/Seed1.5-Embedding,,
rednote-hilab/dots.llm1.base,finetune,rednote-hilab/dots.llm1.base
haebo/Meow-HyperCLOVAX-1.5B-FullFT-fp32,finetune,naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-1.5B
litagin/anime_speaker_embedding,,
Zeta-LLM/Zeta-4,,
SalehAhmad/llama3.1-8b-qlora,adapter,meta-llama/Llama-3.1-8B
stokemctoke/flux_giorgia-meloni_v11,adapter,black-forest-labs/FLUX.1-dev
J-LAB/fluxiia_14b,finetune,unsloth/Qwen2.5-14B-Instruct-unsloth-bnb-4bit
nwdxlgzs/AI-Lua-Dec,finetune,unsloth/Qwen2.5-3B-Instruct-bnb-4bit
Nexesenex/Gemma-3-27b-RayTools1984_v1.01_MS,,
sarthak1/gte-Qwen2-7B-instruct-M2V-Distilled,finetune,Alibaba-NLP/gte-Qwen2-7B-instruct
Rustamshry/Qwen3-0.6B-turkish-math-reasoning-90K,adapter,unsloth/Qwen3-0.6B
Raywithyou/Table-R1-Zero-7B,,
Raywithyou/Table-R1-SFT-7B,,
MixBanana/Test,,
tobegold574/flan-t5-small-modern-to-classical,,
mlabonne/gemma-3-1b-it-abliterated-v2-abliterated,,
Gappy/DialoGPT-small-Zhongli,,
Pro/Ddddd,,
RemineTheCat/mt5-small-finetuned-amazon-en-es,,
ttumyche/bluebert,,
yinde/dummy-model,,
Henrywang/try,,
Henrywang/try2,,
Thuong/ppo-LunarLander-v2,,
sam34738/bert-hinglish,,
sam34738/bert-hindi-kabita,,
sam34738/xlm-roberta-hindi-nisha,,
sam34738/xlm-kabita,,
YurtsAI/yurts-python-code-gen-30-sparse,,
sam34738/roberta-kabita,,
sam34738/roberta-nisha,,
ShinyQ/Sentiboard,,
smallcloudai/codify_3b_multi,,
smallcloudai/codify_medium_multi,,
Pranavsk/Lunar_lander,,
davidwarne/davidwarne,,
Pranavsk/ppo-Huggy,,
thebluetick/bert-base-vn-finetuned,,
thebluetick/bert-base-vn-finetuned-pt,,
kinglauhk/Lora,,
kinglauhk/embeddings,,
narayanagung/sd-kayoko-LoRA,,
Thuong/adv-ai-custom-lisa,,
sam34738/XLMR_HASOC,,
Thuong/adv-ai-lsa-portrait,,
sam34738/mBERT_hasoc,,
km3d4/dd,,
quantized4all/ggml-oasst-sft-7-llama-30b,,
smallcloudai/starcoder_15b_4bit,,
smallcloudai/starcoder_15b_8bit,,
cotran2/my_awesome_qa_model,,
AI4PD/REXzyme,,
zero1082/autodl-aki-sd,,
apdelhak/en-to-ar,,
lifangRoom/vits-chatGlm-lifang,,
WhissleAI/speech-tagger_en_digit-capture_fast-finetuning,,
9wimu9/lfqa-mt5-large-sin-v1,,
sam34738/Indic,,
sam34738/xlm_h,,
sam34738/mBERT,,
sam34738/indicbert,,
sam34738/xlmroberta,,
9wimu9/SinBERT-large-finetuned-sinquad-v1,,
9wimu9/SinBERT-large-finetuned-sinquad-v4,,
9wimu9/SinBERT-large-finetuned-sinquad-v5,,
samanjoy2/pretrained_cyberbully_160k_banglabert_base,,
9wimu9/sinhala-bert-1.1,,
9wimu9/sinhala-bert-1.2,,
smallcloudai/Refact-1_6-base,,
Ha4rry/GothamChess,,
dilip025/bert-finetuned-mrpc,,
elvhens/ryujin-500,,
elvhens/rina200,,
elvhens/XGJurin,,
elvhens/PVRISNew300,,
shaddie/deeprlcourse,,
Thuong/vsl_baseline,,
Thuong/vsl_baseline_2,,
elvhens/Somi250,,
elvhens/AI,,
Kutches/miko,,
yinde/Quraa_AI,,
Gloomwastragic/Saruei,,
smallcloudai/Refact-1_6B-fim,,
WhissleAI/stt_en_conformer_ctc_caware,,
AngeT10/Tha_sup,,
AngeT10/Alfa,,
AngeT10/Tony_Boy,,
elvhens/BIBI,,
suzii/pretrain-gpt2-large-1,,
suzii/pretrain-gpt2-large-2,,
AngeT10/shiva,,
AfricaOne/africa_one_llama2-CodeInstr-finetuned-model,,
AfricaOne/ai,,
smallcloudai/refact-1-6b-lora-prismic,,
AngeT10/deandre,,
smallcloudai/starcoderbase-1b,,
smallcloudai/starcoderbase-3b,,
smallcloudai/starcoderbase-7b,,
AngeT10/DEandrev2,,
AngeT10/Jjjh,,
AngeT10/GUE,,
AngeT10/Liberato_napoletano,,
Maykeye/BakaLLM,,
AngeT10/Totti,,
AngeT10/Allegri,,
AngeT10/Spalletti,,
AngeT10/Petolicchio,,
AngeT10/Chris_motionless,,
AngeT10/Chris_motionless_2,,
lvtkr/name,,
AngeT10/Amadeus,,
AngeT10/Fiorello,,
AngeT10/Peppa_ita,,
AngeT10/Giovanni_limongelli,,
AngeT10/Tha_sup2,,
AngeT10/Mina_2022,,
AngeT10/Loredana_berte,,
AngeT10/Stella_rubia,,
AngeT10/wscsa,,
AngeT10/Michele_molteni,,
AngeT10/PERA_TOONS,,
AngeT10/Pera_toons_v2,,
yinde/QuraaI,,
Nanbeige/Nanbeige-16B-Chat,,
BogdanTurbal/racial_bias_detection_model,,
BogdanTurbal/racial_bias_classification,finetune,distilbert/distilbert-base-uncased
AngeT10/lauren,,
Virus08/whisper-medium-test,,
AngeT10/Leah_Clark,,
0x7o/bashirovGPT-medium,,
blacklotusid/hsmodel,,
AngeT10/Dori,,
mrbmaryam/samp,,
mrbmaryam/misteral-500,adapter,NousResearch/Yarn-Mistral-7b-128k
mrbmaryam/misteral-100-logsummary,adapter,NousResearch/Yarn-Mistral-7b-128k
0x7o/bashirovGPT-medium-v2,,
0x7o/bashirovGPT-medium-v2.1,,
mrbmaryam/llama2_log_summary,adapter,NousResearch/Llama-2-7b-chat-hf
mrbmaryam/logsummary_autotrain_llamachat,,
mrbmaryam/zephyr_logparsing,,
mrbmaryam/zephyr_logparsing_origin,,
sam34738/BERT_shared,finetune,google-bert/bert-base-uncased
sam34738/BERT_weighted,,
AngeT10/UsagiBonSeason2,,
mrbmaryam/zephyr-7b-beta_Fine-Tuning4Log-Parsing,,
mrbmaryam/Yarn-Mistral-7b-128k_Fine-Tuning4Log-Parsing,,
mrbmaryam/Llama-2-7b-chat-hf_Fine-Tuning4Log-Parsing,,
AngeT10/cesara_buonamici,,
elvhens/BibiV2,,
BogdanTurbal/racial_bias_detection_model_v_1_0,,
BogdanTurbal/racial_bias_modification_detection_v_1_0,,
BogdanTurbal/racial_bias_detection_model_r_v_2_0,,
BogdanTurbal/racial_bias_detection_model_r_v_2_1,,
BogdanTurbal/gender_bias_detection_model_r_v_1_0,,
elvhens/Suga-demo,,
elvhens/SUGA150,,
AngeT10/sinner,,
AngeT10/Liorni,,
WhissleAI/speech-tagger_en_ner_emotion,,
sam34738/BERT_homo,finetune,google-bert/bert-base-uncased
elvhens/Suga180,,
AngeT10/Sinner2,,
stablediffusionapi/yiff-ai-13,,
Kaiwan/hexperiment,,
elvhens/Ice-Spice,,
Ankur464221/aiproject-Transcriptstouserstories-2-falcon-7b,,
Ankur464221/aiproject-Summarytouserstories-2-falcon-7b,,
Ankur464221/aiproject-Summarytouserstories-3-falcon-7b,,
elvhens/Mitski-notmine,,
elvhens/mac-demarco-notmine,,
Ankur464221/aiproject-Transcriptstouserstories-demo1-falcon-7b,,
AngeT10/flavio_insinna,,
azza1625/xlm-roberta-base-finetuned-panx-de,,
rsepulvedat/Constructive_model,,
samanjoy2/working,,
AnonymousAuthorsForISSTA2024/LLM4Fin,,
mrbmaryam/Yarn-Mistral-7b-128k_Fine-Tuning4Log-Summarization,,
azza1625/roberta-large-finetuned-imdb,,
AngeT10/Mostro,,
lenguyen1807/working,,
alicore/persian_xlm_roberta_large_finetuned_PersianQuAD,,
alicore/persian_xlm_roberta_large_finetune_PerisanQuAd,,
alicore/output,,
daven3/GeoscienceBERT,,
AngeT10/Michele_Lettera,,
mc211233/whisper-base-hk,,
suzii/results,,
AngeT10/Scottecs,,
suzii/mistral_7b_intrus_lora_v1.2,,
suzii/mistral_7b_intrus_lora_v1.5_OpenHermes,,
REELICIT/falcon-7b-ReqBrain,,
BitPhinix/sdxl-noise-offset-0.1-flax,,
mesolitica/malaysian-tinyllama-1.1b-16k-instructions-v3-AWQ,,
AngeT10/Jake-Penna,,
lucasaltmann/api-supermarket-shelves,,
BogdanTurbal/distilroberta-base__racial,,
sebgao/sparseformer,,
keshav276/IPS-LAWS-model,,
hieungo1410/phobert-base-v2-finetuned-cola,finetune,vinai/phobert-base-v2
yutongfeng/Ranni,,
amirali26/amir-clinicalbert,finetune,emilyalsentzer/Bio_ClinicalBERT
amirali26/amir-clinicalbert-2,finetune,amirali26/amir-clinicalbert
amirali26/amir-clinicalbert-specialities,,
yamanahlawat/models,,
Sevewing/pokemon-lora,adapter,runwayml/stable-diffusion-v1-5
hxi0408/zephyr-7b-dpo-full-debug-regression,,
dinhthuan/traffic_sign_vietnam,,
hxi0408/zephyr-7b-sft-full,,
adarshxs/Therapy-Chatbot,,
kataragi/AIGen,,
Nanbeige/Nanbeige2-8B-Chat,,
keshav276/LawyerGPT,,
AngeT10/cat,,
AngeT10/csceat,,
AngeT10/shiva_2,,
cotran2/Pong_test,,
hxi0408/zephyr-7b-gemma-dpo,finetune,HuggingFaceH4/zephyr-7b-gemma-sft-v0.1
AngeT10/model,,
cddelgado/Mistral-7B-Instruct-v0.2-Q5_K_M-GGUF,,
cddelgado/TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO_f16-Q3_K_M-GGUF,,
cddelgado/dolphin-2.8-mistral-7b-v02-Q5_K_M-GGUF,quantized,mistral-community/Mistral-7B-v0.2
samanjoy2/bn2ipa_promito_byt5_small,,
Kkkelsey/bert-finetuned-ner,,
Kkkelsey/mlma,,
Kiss-Kiss-K/rl_dgn,,
Kiss-Kiss-K/my-awesome-model,,
PB3002/ViMedical_Diseases,finetune,FacebookAI/xlm-roberta-base
AngeT10/newcos,,
YurtsAI/Meta-Llama-3-8B-Instruct-AWQ,,
just1nseo/zephyr-7b-dpo-full-accumulation4,,
3mar2000/SambaLingo-Arabic-Chat-gguf,,
just1nseo/tulu2-7b-cost-UI-both,adapter,allenai/tulu-2-7b
just1nseo/tulu2-13b-cost-UI-coherence-5e-6,,
just1nseo/tulu2-13b-cost-UI-both-5e-6,adapter,allenai/tulu-2-13b
just1nseo/tulu2-7b-cost-UI-both-5e-6,,
just1nseo/tulu2-7b-cost-UI-both-5e-7,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UF-both-5e-7,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UI-5e-7,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UF-UI-5e-7,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UF-UI-HHRLHF-5e-7,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UF-nojudge-5e-7,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UI-nojudge-5e-7,adapter,allenai/tulu-2-7b
just1nseo/eurus-7b-cost-UF-5e-7,adapter,openbmb/Eurus-7b-sft
just1nseo/eurus-7b-cost-UI-5e-7,adapter,openbmb/Eurus-7b-sft
just1nseo/tulu2-7b-cost-UF-UI-5e-6,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UF-UI-HHRLHF-5e-6,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UF-UI-HHRLHF-2e-6,adapter,allenai/tulu-2-7b
just1nseo/tulu2-7b-cost-UF-UI-2e-6,adapter,allenai/tulu-2-7b
ironartisan1/llama2-7b-hf,,
syvai/llama3-da-base,,
ironartisan1/llama-65b-hf,,
just1nseo/eurus-7b-cost-UF-full,,
just1nseo/tulu2-13b-cost-UF-5e-7,adapter,allenai/tulu-2-13b
just1nseo/tulu2-13b-cost-UI-5e-7,adapter,allenai/tulu-2-13b
just1nseo/tulu2-13b-cost-UF-5e-7-nojudge,adapter,allenai/tulu-2-13b
just1nseo/tulu2-13b-cost-UI-5e-7-nojudge,adapter,allenai/tulu-2-13b
PardisSzah/mBART-ft-id-TWC,,
just1nseo/tulu2-13b-cost-UI-UF-5e-7,adapter,allenai/tulu-2-13b
just1nseo/tulu2-13b-cost-UI-UF-HHRLHF-5e-7,adapter,allenai/tulu-2-13b
just1nseo/eurus-7b-cost-UC-5e-7,adapter,openbmb/Eurus-7b-sft
just1nseo/eurus-7b-cost-UI-UC-5e-7,adapter,openbmb/Eurus-7b-sft
just1nseo/eurus-7b-cost-UI-full,,
